Bus_ID,Operator,Route_ID,From_City,To_City,Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Distance_KM,Fare,Boarding_Point,Dropping_Point,Seats,Available_Seats,Amenities,Running_Days,Rating
BUS0661,Golden Route,R010,Chennai,Thanjavur,Golden Route Express,AC Sleeper,15:15,22:00,6h 45m,350,987,Vandalur,New Bus Stand,40,11,"AC,Live Tracking",Weekends,4.1
BUS0662,GreenLine Travels,R017,Madurai,Chennai,GreenLine Travels Express,Non AC Sleeper,18:15,00:00,5h 45m,460,1120,Mattuthavani,Perungalathur,45,2,"Charging,Reading Light",Weekdays,3.9
BUS0663,Metro Connect,R024,Bengaluru,Chennai,Metro Connect Express,Non AC Sleeper,22:30,11:00,12h 30m,345,927,Kempegowda Bus Station,Vandalur,40,13,"Charging,Reading Light",Weekends,4.7
BUS0664,Metro Connect,R019,Salem,Chennai,Metro Connect Express,AC Seater,18:00,00:15,6h 15m,345,1126,Old Bus Stand,Vandalur,45,20,"GPS,USB Charging",Daily,4.0
BUS0665,Royal Rider,R003,Chennai,Trichy,Royal Rider Express,BharatBenz Sleeper,20:30,07:45,11h 15m,330,948,Vandalur,Srirangam,40,21,"AC,WiFi,Charging",Weekdays,4.3
BUS0666,Happy Journey,R001,Chennai,Madurai,Happy Journey Express,Semi Sleeper,13:45,23:00,9h 15m,460,1383,Perungalathur,Anna Nagar,40,4,"AC,Live Tracking",Weekdays,4.2
BUS0667,Comfort Bus,R025,Tirupati,Chennai,Comfort Bus Express,AC Sleeper,23:15,11:00,11h 45m,150,543,Central Bus Stand,Guindy,40,22,"WiFi,Charging,Water",Weekends,4.9
BUS0668,Prime Bus,R012,Chennai,Karaikudi,Prime Bus Express,AC Sleeper,11:30,19:15,7h 45m,410,1228,Koyambedu,Bus Stand,36,15,"Charging,Reading Light",Daily,4.5
BUS0669,Victory Travels,R017,Madurai,Chennai,Victory Travels Express,BharatBenz Sleeper,09:45,14:00,4h 15m,460,1183,Periyar Bus Stand,Perungalathur,36,26,"AC,Live Tracking",Daily,4.8
BUS0670,Smart Coach,R015,Chennai,Bengaluru,Smart Coach Express,Non AC Seater,18:45,03:00,8h 15m,345,861,Perungalathur,Electronic City,45,1,"Charging,Reading Light",Daily,3.9
BUS0671,Rainbow Coaches,R001,Chennai,Madurai,Rainbow Coaches Express,Volvo Multi Axle,10:00,22:30,12h 30m,460,1207,Perungalathur,Anna Nagar,40,14,"WiFi,Charging,Water",Weekdays,4.0
BUS0672,City Link,R011,Chennai,Dindigul,City Link Express,BharatBenz Sleeper,17:00,05:45,12h 45m,420,1260,Koyambedu,Bus Stand,45,33,"Luxury Seat,WiFi",Weekdays,4.4
BUS0673,Prime Bus,R004,Chennai,Salem,Prime Bus Express,AC Seater,03:45,08:45,5h 0m,345,957,Chengalpattu,New Bus Stand,40,28,"WiFi,Charging,Water",Weekends,3.8
BUS0674,Victory Travels,R020,Trichy,Chennai,Victory Travels Express,AC Seater,03:45,10:15,6h 30m,330,1067,Chathiram Bus Stand,Tambaram,40,15,"AC,Blanket,Pillow",Weekends,4.9
BUS0675,Victory Travels,R017,Madurai,Chennai,Victory Travels Express,Luxury Sleeper,18:00,02:15,8h 15m,460,1171,Mattuthavani,Guindy,36,8,"Luxury Seat,WiFi",Weekdays,4.7
BUS0676,Elite Travels,R006,Chennai,Tiruppur,Elite Travels Express,AC Sleeper,05:00,17:00,12h 0m,475,1298,Koyambedu,New Bus Stand,40,18,"AC,Blanket,Pillow",Daily,4.8
BUS0677,City Link,R013,Chennai,Puducherry,City Link Express,Luxury Sleeper,02:45,08:00,5h 15m,170,641,Tambaram,New Bus Stand,36,7,"Blanket,Pillow,Water",Daily,4.2
BUS0678,Express King,R017,Madurai,Chennai,Express King Express,Volvo Multi Axle,23:15,08:30,9h 15m,460,1358,Periyar Bus Stand,Perungalathur,36,3,"AC,WiFi,Charging",Daily,4.8
BUS0679,Southern Express,R015,Chennai,Bengaluru,Southern Express Express,AC Seater,11:30,20:00,8h 30m,345,952,Vandalur,Electronic City,45,1,"AC,Blanket,Pillow",Daily,4.1
BUS0680,Elite Travels,R022,Nagercoil,Chennai,Elite Travels Express,BharatBenz Sleeper,16:30,21:30,5h 0m,705,1794,Vadasery Bus Stand,Koyambedu,36,26,"AC,Blanket,Pillow",Daily,4.3
BUS0681,Elite Travels,R003,Chennai,Trichy,Elite Travels Express,Volvo Multi Axle,02:45,06:45,4h 0m,330,1089,Vandalur,Chathiram Bus Stand,45,12,"Luxury Seat,WiFi",Weekdays,4.5
BUS0682,Galaxy Bus,R016,Chennai,Tirupati,Galaxy Bus Express,Non AC Seater,11:30,23:30,12h 0m,150,615,Guindy,Central Bus Stand,40,32,"Blanket,Pillow,Water",Daily,4.6
BUS0683,Happy Journey,R018,Coimbatore,Chennai,Happy Journey Express,Non AC Sleeper,21:30,09:00,11h 30m,510,1472,Gandhipuram,Koyambedu,45,23,"Luxury Seat,WiFi",Daily,4.5
BUS0684,Elite Travels,R015,Chennai,Bengaluru,Elite Travels Express,Non AC Seater,10:15,20:45,10h 30m,345,1001,Perungalathur,Kempegowda Bus Station,45,10,"AC,Live Tracking",Daily,4.1
BUS0685,Prime Bus,R007,Chennai,Tirunelveli,Prime Bus Express,AC Sleeper,01:30,12:30,11h 0m,630,1761,Perungalathur,Junction,36,28,"Luxury Seat,WiFi",Weekends,3.8
BUS0686,Blue Bird,R005,Chennai,Erode,Blue Bird Express,BharatBenz Sleeper,02:45,12:30,9h 45m,400,1144,Perungalathur,Central Bus Stand,36,17,"AC,Blanket,Pillow",Weekends,4.5
BUS0687,Metro Connect,R025,Tirupati,Chennai,Metro Connect Express,Semi Sleeper,04:00,15:15,11h 15m,150,586,Central Bus Stand,Koyambedu,40,18,"Charging,Reading Light",Daily,4.9
BUS0688,City Link,R020,Trichy,Chennai,City Link Express,Semi Sleeper,14:45,19:00,4h 15m,330,873,Chathiram Bus Stand,Koyambedu,45,2,"AC,Live Tracking",Weekdays,3.8
BUS0689,Smart Coach,R022,Nagercoil,Chennai,Smart Coach Express,Non AC Sleeper,03:15,13:30,10h 15m,705,1813,Vadasery Bus Stand,Vandalur,40,27,"AC,Live Tracking",Daily,4.1
BUS0690,Victory Travels,R006,Chennai,Tiruppur,Victory Travels Express,BharatBenz Sleeper,22:00,02:15,4h 15m,475,1348,Chengalpattu,Avinashi,36,24,"AC,Live Tracking",Weekdays,4.5
BUS0691,Comfort Bus,R002,Chennai,Coimbatore,Comfort Bus Express,AC Sleeper,07:45,18:00,10h 15m,510,1381,Koyambedu,Gandhipuram,36,20,"AC,Blanket,Pillow",Weekends,3.9
BUS0692,Blue Bird,R017,Madurai,Chennai,Blue Bird Express,BharatBenz Sleeper,18:00,23:00,5h 0m,460,1236,Mattuthavani,Koyambedu,45,36,"WiFi,Charging,Water",Weekdays,4.2
BUS0693,Victory Travels,R006,Chennai,Tiruppur,Victory Travels Express,AC Sleeper,16:45,20:45,4h 0m,475,1241,Guindy,New Bus Stand,40,31,"Luxury Seat,WiFi",Weekends,4.8
BUS0694,Prime Bus,R002,Chennai,Coimbatore,Prime Bus Express,Semi Sleeper,07:45,20:15,12h 30m,510,1382,Tambaram,Ukkadam,36,32,"WiFi,Charging,Water",Daily,4.4
BUS0695,Golden Route,R020,Trichy,Chennai,Golden Route Express,Non AC Sleeper,18:45,01:30,6h 45m,330,867,Central Bus Stand,Koyambedu,45,24,"AC,Live Tracking",Weekends,4.9
BUS0696,Sunrise Coaches,R011,Chennai,Dindigul,Sunrise Coaches Express,Semi Sleeper,14:00,23:45,9h 45m,420,1150,Perungalathur,Bus Stand,40,18,"AC,Blanket,Pillow",Daily,4.8
BUS0697,Elite Travels,R021,Tirunelveli,Chennai,Elite Travels Express,Non AC Seater,16:15,03:45,11h 30m,630,1527,New Bus Stand,Tambaram,40,25,"Luxury Seat,WiFi",Weekdays,4.5
BUS0698,Blue Bird,R023,Puducherry,Chennai,Blue Bird Express,AC Seater,21:15,00:30,3h 15m,170,622,New Bus Stand,Tambaram,40,6,"Blanket,Pillow,Water",Daily,4.3
BUS0699,SkyBus,R013,Chennai,Puducherry,SkyBus Express,Non AC Sleeper,01:15,11:30,10h 15m,170,676,Koyambedu,New Bus Stand,45,14,"WiFi,Charging,Water",Weekdays,4.4
BUS0700,Smart Coach,R011,Chennai,Dindigul,Smart Coach Express,Volvo Multi Axle,05:45,16:15,10h 30m,420,1295,Guindy,Bus Stand,36,19,"AC,Blanket,Pillow",Weekends,4.1
BUS0701,Blue Bird,R002,Chennai,Coimbatore,Blue Bird Express,Luxury Sleeper,15:00,03:00,12h 0m,510,1325,Guindy,Gandhipuram,45,10,"WiFi,Charging,Water",Weekends,3.9
BUS0702,Express King,R009,Chennai,Kanyakumari,Express King Express,Non AC Sleeper,23:00,05:30,6h 30m,710,1952,Koyambedu,Bus Stand,36,33,"Luxury Seat,WiFi",Weekdays,4.7
BUS0703,Metro Connect,R008,Chennai,Nagercoil,Metro Connect Express,Luxury Sleeper,15:15,02:30,11h 15m,705,1895,Guindy,Vadasery Bus Stand,36,17,"Charging,Reading Light",Weekends,4.4
BUS0704,SkyBus,R019,Salem,Chennai,SkyBus Express,Non AC Sleeper,18:30,04:15,9h 45m,345,907,New Bus Stand,Guindy,45,7,"WiFi,Charging,Water",Weekends,4.8
BUS0705,Royal Rider,R010,Chennai,Thanjavur,Royal Rider Express,AC Seater,17:30,03:30,10h 0m,350,1078,Vandalur,New Bus Stand,36,36,"Charging,Reading Light",Weekdays,3.9
BUS0706,Blue Bird,R016,Chennai,Tirupati,Blue Bird Express,Luxury Sleeper,13:30,17:45,4h 15m,150,676,Koyambedu,Central Bus Stand,45,14,"AC,Live Tracking",Daily,4.0
BUS0707,Sunrise Coaches,R014,Chennai,Hosur,Sunrise Coaches Express,Volvo Multi Axle,12:30,16:00,3h 30m,310,876,Tambaram,Bus Stand,40,17,"AC,Blanket,Pillow",Daily,4.3
BUS0708,Metro Connect,R008,Chennai,Nagercoil,Metro Connect Express,Non AC Sleeper,17:00,02:00,9h 0m,705,1915,Guindy,Vadasery Bus Stand,45,30,"WiFi,Charging,Water",Daily,4.8
BUS0709,Smart Coach,R014,Chennai,Hosur,Smart Coach Express,Luxury Sleeper,08:15,11:15,3h 0m,310,1030,Koyambedu,Bus Stand,45,21,"AC,Live Tracking",Weekdays,4.2
BUS0710,SkyBus,R024,Bengaluru,Chennai,SkyBus Express,AC Seater,12:00,21:45,9h 45m,345,985,Kempegowda Bus Station,Koyambedu,40,35,"Blanket,Pillow,Water",Weekends,3.9
BUS0711,City Link,R023,Puducherry,Chennai,City Link Express,Non AC Sleeper,01:15,08:30,7h 15m,170,489,New Bus Stand,Koyambedu,40,14,"Charging,Reading Light",Weekdays,4.9
BUS0712,City Link,R017,Madurai,Chennai,City Link Express,Non AC Sleeper,08:00,18:15,10h 15m,460,1225,Periyar Bus Stand,Vandalur,36,36,"WiFi,Charging,Water",Weekdays,4.6
BUS0713,Prime Bus,R002,Chennai,Coimbatore,Prime Bus Express,BharatBenz Sleeper,15:45,21:00,5h 15m,510,1423,Perungalathur,Ukkadam,40,28,"AC,Live Tracking",Weekends,4.4
BUS0714,Elite Travels,R009,Chennai,Kanyakumari,Elite Travels Express,AC Sleeper,10:15,21:15,11h 0m,710,1844,Perungalathur,Bus Stand,45,6,"Charging,Reading Light",Weekdays,5.0
BUS0715,Prime Bus,R017,Madurai,Chennai,Prime Bus Express,Luxury Sleeper,02:15,08:45,6h 30m,460,1248,Mattuthavani,Vandalur,36,16,"Blanket,Pillow,Water",Weekdays,4.0
BUS0716,City Link,R017,Madurai,Chennai,City Link Express,Volvo Multi Axle,03:30,10:00,6h 30m,460,1312,Mattuthavani,Perungalathur,45,34,"Blanket,Pillow,Water",Daily,4.3
BUS0717,Royal Rider,R025,Tirupati,Chennai,Royal Rider Express,Non AC Sleeper,21:15,05:30,8h 15m,150,714,Central Bus Stand,Tambaram,36,16,"AC,Live Tracking",Weekends,4.4
BUS0718,Prime Bus,R024,Bengaluru,Chennai,Prime Bus Express,AC Sleeper,10:30,22:45,12h 15m,345,1119,Majestic,Tambaram,40,12,"WiFi,Charging,Water",Daily,3.9
BUS0719,Smart Coach,R024,Bengaluru,Chennai,Smart Coach Express,AC Sleeper,10:30,21:45,11h 15m,345,1034,Kempegowda Bus Station,Vandalur,45,23,"Charging,Reading Light",Daily,4.7
BUS0720,Golden Route,R001,Chennai,Madurai,Golden Route Express,Non AC Seater,09:30,19:15,9h 45m,460,1402,Perungalathur,Periyar Bus Stand,40,8,"Charging,Reading Light",Weekends,5.0
BUS0721,GreenLine Travels,R012,Chennai,Karaikudi,GreenLine Travels Express,Non AC Sleeper,20:00,07:00,11h 0m,410,1114,Vandalur,Bus Stand,36,10,"AC,Live Tracking",Weekends,4.0
BUS0722,Royal Rider,R014,Chennai,Hosur,Royal Rider Express,Semi Sleeper,21:30,05:30,8h 0m,310,915,Vandalur,Bus Stand,36,24,"WiFi,Charging,Water",Weekdays,4.6
BUS0723,Happy Journey,R017,Madurai,Chennai,Happy Journey Express,Non AC Sleeper,09:15,17:30,8h 15m,460,1300,Periyar Bus Stand,Tambaram,45,13,"WiFi,Charging,Water",Weekdays,4.6
BUS0724,Southern Express,R025,Tirupati,Chennai,Southern Express Express,AC Seater,11:45,18:00,6h 15m,150,492,Central Bus Stand,Vandalur,45,14,"AC,WiFi,Charging",Weekends,4.2
BUS0725,Metro Connect,R007,Chennai,Tirunelveli,Metro Connect Express,AC Seater,02:15,12:45,10h 30m,630,1564,Perungalathur,Junction,45,2,"GPS,USB Charging",Weekdays,3.9
BUS0726,City Link,R015,Chennai,Bengaluru,City Link Express,Luxury Sleeper,03:00,06:30,3h 30m,345,877,Tambaram,Majestic,36,22,"AC,Live Tracking",Weekends,4.1
BUS0727,Victory Travels,R010,Chennai,Thanjavur,Victory Travels Express,BharatBenz Sleeper,22:30,04:15,5h 45m,350,944,Vandalur,New Bus Stand,40,35,"Charging,Reading Light",Daily,4.0
BUS0728,Golden Route,R015,Chennai,Bengaluru,Golden Route Express,Non AC Sleeper,06:30,14:30,8h 0m,345,928,Tambaram,Majestic,40,23,"Blanket,Pillow,Water",Weekends,4.1
BUS0729,Happy Journey,R013,Chennai,Puducherry,Happy Journey Express,Luxury Sleeper,01:00,07:00,6h 0m,170,497,Perungalathur,New Bus Stand,40,8,"Blanket,Pillow,Water",Daily,4.4
BUS0730,Happy Journey,R005,Chennai,Erode,Happy Journey Express,Luxury Sleeper,17:15,04:30,11h 15m,400,1059,Perungalathur,Perundurai,40,10,"AC,Blanket,Pillow",Weekdays,4.7
BUS0731,Southern Express,R008,Chennai,Nagercoil,Southern Express Express,Non AC Sleeper,08:00,13:15,5h 15m,705,1813,Koyambedu,Vadasery Bus Stand,45,2,"Luxury Seat,WiFi",Daily,4.5
BUS0732,Golden Route,R021,Tirunelveli,Chennai,Golden Route Express,Semi Sleeper,12:00,17:15,5h 15m,630,1561,New Bus Stand,Perungalathur,36,32,"AC,Live Tracking",Weekdays,4.8
BUS0733,Victory Travels,R013,Chennai,Puducherry,Victory Travels Express,AC Seater,08:15,15:15,7h 0m,170,495,Chengalpattu,New Bus Stand,36,18,"GPS,USB Charging",Weekends,4.6
BUS0734,Star Line,R021,Tirunelveli,Chennai,Star Line Express,AC Sleeper,07:45,19:00,11h 15m,630,1507,New Bus Stand,Perungalathur,45,36,"Blanket,Pillow,Water",Weekends,4.5
BUS0735,Fast Wheels,R018,Coimbatore,Chennai,Fast Wheels Express,BharatBenz Sleeper,10:30,16:15,5h 45m,510,1244,Ukkadam,Tambaram,45,31,"AC,Blanket,Pillow",Weekends,4.6
BUS0736,City Link,R008,Chennai,Nagercoil,City Link Express,AC Seater,17:30,01:30,8h 0m,705,1905,Guindy,Vadasery Bus Stand,45,22,"WiFi,Charging,Water",Weekends,4.3
BUS0737,SkyBus,R023,Puducherry,Chennai,SkyBus Express,Non AC Sleeper,13:15,22:00,8h 45m,170,734,New Bus Stand,Vandalur,40,33,"AC,Blanket,Pillow",Daily,3.9
BUS0738,Happy Journey,R010,Chennai,Thanjavur,Happy Journey Express,Non AC Sleeper,00:45,12:15,11h 30m,350,1116,Tambaram,New Bus Stand,45,23,"Blanket,Pillow,Water",Daily,3.9
BUS0739,Comfort Bus,R025,Tirupati,Chennai,Comfort Bus Express,Semi Sleeper,22:00,08:45,10h 45m,150,520,Central Bus Stand,Perungalathur,36,6,"AC,Blanket,Pillow",Daily,4.6
BUS0740,Comfort Bus,R018,Coimbatore,Chennai,Comfort Bus Express,Volvo Multi Axle,15:15,18:45,3h 30m,510,1313,Gandhipuram,Vandalur,36,15,"GPS,USB Charging",Weekends,4.4
BUS0741,Rainbow Coaches,R017,Madurai,Chennai,Rainbow Coaches Express,Semi Sleeper,01:15,07:00,5h 45m,460,1156,Mattuthavani,Koyambedu,36,36,"Blanket,Pillow,Water",Weekdays,5.0
BUS0742,Galaxy Bus,R002,Chennai,Coimbatore,Galaxy Bus Express,Semi Sleeper,12:00,16:30,4h 30m,510,1241,Koyambedu,Singanallur,40,2,"AC,WiFi,Charging",Daily,5.0
BUS0743,Happy Journey,R007,Chennai,Tirunelveli,Happy Journey Express,AC Sleeper,10:30,16:45,6h 15m,630,1691,Vandalur,New Bus Stand,36,30,"Luxury Seat,WiFi",Daily,5.0
BUS0744,Fast Wheels,R015,Chennai,Bengaluru,Fast Wheels Express,BharatBenz Sleeper,15:15,01:45,10h 30m,345,1027,Tambaram,Electronic City,40,31,"WiFi,Charging,Water",Weekdays,4.0
BUS0745,Blue Bird,R020,Trichy,Chennai,Blue Bird Express,Non AC Sleeper,18:30,05:30,11h 0m,330,856,Central Bus Stand,Perungalathur,45,35,"AC,WiFi,Charging",Daily,3.9
BUS0746,Royal Rider,R020,Trichy,Chennai,Royal Rider Express,AC Seater,11:00,23:45,12h 45m,330,1065,Chathiram Bus Stand,Guindy,36,18,"Blanket,Pillow,Water",Weekends,4.9
BUS0747,Prime Bus,R025,Tirupati,Chennai,Prime Bus Express,Non AC Sleeper,15:15,03:45,12h 30m,150,540,Central Bus Stand,Vandalur,36,10,"Charging,Reading Light",Weekdays,4.0
BUS0748,Prime Bus,R008,Chennai,Nagercoil,Prime Bus Express,Non AC Sleeper,12:30,17:15,4h 45m,705,1705,Chengalpattu,Vadasery Bus Stand,40,17,"Luxury Seat,WiFi",Daily,4.7
BUS0749,SkyBus,R019,Salem,Chennai,SkyBus Express,AC Seater,04:30,11:30,7h 0m,345,1032,New Bus Stand,Tambaram,40,31,"WiFi,Charging,Water",Weekdays,4.6
BUS0750,Golden Route,R001,Chennai,Madurai,Golden Route Express,AC Sleeper,10:15,18:15,8h 0m,460,1406,Vandalur,Mattuthavani Bus Stand,45,5,"Blanket,Pillow,Water",Daily,4.0
BUS0751,Blue Bird,R025,Tirupati,Chennai,Blue Bird Express,AC Sleeper,11:00,15:15,4h 15m,150,507,Central Bus Stand,Koyambedu,40,32,"WiFi,Charging,Water",Daily,4.3
BUS0752,Galaxy Bus,R010,Chennai,Thanjavur,Galaxy Bus Express,AC Seater,03:30,13:30,10h 0m,350,984,Chengalpattu,New Bus Stand,36,26,"AC,WiFi,Charging",Daily,3.8
BUS0753,Prime Bus,R006,Chennai,Tiruppur,Prime Bus Express,Non AC Seater,12:15,16:00,3h 45m,475,1307,Vandalur,Avinashi,36,22,"GPS,USB Charging",Daily,4.7
BUS0754,SkyBus,R007,Chennai,Tirunelveli,SkyBus Express,AC Seater,12:45,16:15,3h 30m,630,1629,Koyambedu,New Bus Stand,45,3,"AC,WiFi,Charging",Weekends,4.1
BUS0755,Victory Travels,R010,Chennai,Thanjavur,Victory Travels Express,AC Sleeper,11:15,15:00,3h 45m,350,1159,Tambaram,New Bus Stand,40,10,"GPS,USB Charging",Weekdays,4.4
BUS0756,Golden Route,R022,Nagercoil,Chennai,Golden Route Express,AC Sleeper,22:00,06:00,8h 0m,705,1914,Vadasery Bus Stand,Perungalathur,36,21,"Charging,Reading Light",Weekdays,4.6
BUS0757,Sunrise Coaches,R025,Tirupati,Chennai,Sunrise Coaches Express,Non AC Seater,09:45,18:00,8h 15m,150,679,Central Bus Stand,Tambaram,45,13,"Charging,Reading Light",Daily,4.8
BUS0758,SkyBus,R016,Chennai,Tirupati,SkyBus Express,Semi Sleeper,23:00,06:30,7h 30m,150,648,Perungalathur,Central Bus Stand,40,35,"Charging,Reading Light",Weekdays,4.1
BUS0759,Elite Travels,R013,Chennai,Puducherry,Elite Travels Express,BharatBenz Sleeper,00:30,12:45,12h 15m,170,686,Perungalathur,New Bus Stand,45,4,"AC,Blanket,Pillow",Weekdays,4.6
BUS0760,Blue Bird,R022,Nagercoil,Chennai,Blue Bird Express,AC Sleeper,17:15,04:00,10h 45m,705,1680,Vadasery Bus Stand,Perungalathur,45,36,"WiFi,Charging,Water",Weekdays,4.2
BUS0761,Southern Express,R002,Chennai,Coimbatore,Southern Express Express,AC Sleeper,09:15,18:45,9h 30m,510,1517,Koyambedu,Gandhipuram,45,32,"Luxury Seat,WiFi",Weekdays,4.0
BUS0762,Galaxy Bus,R009,Chennai,Kanyakumari,Galaxy Bus Express,Semi Sleeper,10:15,17:00,6h 45m,710,1914,Perungalathur,Bus Stand,45,9,"AC,Blanket,Pillow",Weekends,3.9
BUS0763,Blue Bird,R009,Chennai,Kanyakumari,Blue Bird Express,AC Sleeper,08:30,19:00,10h 30m,710,1884,Koyambedu,Bus Stand,40,12,"Luxury Seat,WiFi",Daily,3.8
BUS0764,Galaxy Bus,R013,Chennai,Puducherry,Galaxy Bus Express,AC Seater,18:30,04:45,10h 15m,170,623,Chengalpattu,New Bus Stand,40,13,"AC,Live Tracking",Weekdays,4.1
BUS0765,Blue Bird,R003,Chennai,Trichy,Blue Bird Express,Non AC Sleeper,08:30,18:30,10h 0m,330,927,Perungalathur,Central Bus Stand,40,31,"Charging,Reading Light",Weekends,4.8
BUS0766,Happy Journey,R004,Chennai,Salem,Happy Journey Express,Luxury Sleeper,21:30,02:00,4h 30m,345,980,Guindy,Old Bus Stand,40,15,"Luxury Seat,WiFi",Weekends,3.9
BUS0767,GreenLine Travels,R014,Chennai,Hosur,GreenLine Travels Express,Semi Sleeper,18:30,05:00,10h 30m,310,955,Perungalathur,Bus Stand,45,9,"Charging,Reading Light",Weekends,4.8
BUS0768,Comfort Bus,R024,Bengaluru,Chennai,Comfort Bus Express,Non AC Seater,12:30,00:45,12h 15m,345,945,Electronic City,Tambaram,45,5,"WiFi,Charging,Water",Weekdays,4.0
BUS0769,Elite Travels,R002,Chennai,Coimbatore,Elite Travels Express,AC Sleeper,17:30,01:45,8h 15m,510,1473,Chengalpattu,Ukkadam,40,27,"AC,Live Tracking",Weekends,4.1
BUS0770,Golden Route,R010,Chennai,Thanjavur,Golden Route Express,AC Sleeper,15:45,23:45,8h 0m,350,933,Chengalpattu,New Bus Stand,36,27,"Charging,Reading Light",Weekends,4.0
BUS0771,Blue Bird,R018,Coimbatore,Chennai,Blue Bird Express,AC Seater,18:45,04:00,9h 15m,510,1243,Gandhipuram,Vandalur,45,33,"AC,Live Tracking",Daily,4.0
BUS0772,Southern Express,R006,Chennai,Tiruppur,Southern Express Express,Non AC Sleeper,10:15,22:00,11h 45m,475,1368,Vandalur,New Bus Stand,36,6,"Blanket,Pillow,Water",Weekends,4.7
BUS0773,Galaxy Bus,R004,Chennai,Salem,Galaxy Bus Express,Volvo Multi Axle,02:00,06:00,4h 0m,345,1036,Koyambedu,New Bus Stand,40,13,"AC,Live Tracking",Weekdays,4.6
BUS0774,Victory Travels,R016,Chennai,Tirupati,Victory Travels Express,Non AC Seater,19:15,23:00,3h 45m,150,586,Vandalur,Central Bus Stand,36,22,"Blanket,Pillow,Water",Weekends,4.6
BUS0775,Smart Coach,R023,Puducherry,Chennai,Smart Coach Express,Non AC Sleeper,19:45,22:45,3h 0m,170,566,New Bus Stand,Perungalathur,45,4,"Blanket,Pillow,Water",Weekends,4.9
BUS0776,Express King,R023,Puducherry,Chennai,Express King Express,Semi Sleeper,08:30,18:45,10h 15m,170,510,New Bus Stand,Guindy,40,27,"Luxury Seat,WiFi",Weekends,4.9
BUS0777,Happy Journey,R023,Puducherry,Chennai,Happy Journey Express,BharatBenz Sleeper,00:30,03:30,3h 0m,170,679,New Bus Stand,Tambaram,40,24,"GPS,USB Charging",Weekdays,4.8
BUS0778,Star Line,R011,Chennai,Dindigul,Star Line Express,AC Seater,14:00,18:00,4h 0m,420,1121,Chengalpattu,Bus Stand,36,18,"Charging,Reading Light",Weekdays,4.9
BUS0779,Blue Bird,R020,Trichy,Chennai,Blue Bird Express,Non AC Seater,05:15,12:00,6h 45m,330,1029,Central Bus Stand,Guindy,45,30,"AC,WiFi,Charging",Weekends,4.1
BUS0780,Golden Route,R008,Chennai,Nagercoil,Golden Route Express,Non AC Sleeper,14:30,19:45,5h 15m,705,1743,Tambaram,Vadasery Bus Stand,36,15,"AC,WiFi,Charging",Daily,4.5
BUS0781,Happy Journey,R006,Chennai,Tiruppur,Happy Journey Express,Volvo Multi Axle,10:45,16:45,6h 0m,475,1207,Vandalur,Avinashi,45,8,"WiFi,Charging,Water",Daily,4.1
BUS0782,Galaxy Bus,R013,Chennai,Puducherry,Galaxy Bus Express,Volvo Multi Axle,03:45,13:15,9h 30m,170,763,Vandalur,New Bus Stand,45,17,"Charging,Reading Light",Daily,4.4
BUS0783,Blue Bird,R017,Madurai,Chennai,Blue Bird Express,AC Sleeper,20:45,05:30,8h 45m,460,1159,Periyar Bus Stand,Vandalur,36,32,"Blanket,Pillow,Water",Weekdays,3.9
BUS0784,Express King,R009,Chennai,Kanyakumari,Express King Express,Luxury Sleeper,04:45,16:00,11h 15m,710,1747,Vandalur,Bus Stand,45,21,"AC,Blanket,Pillow",Daily,3.9
BUS0785,Sunrise Coaches,R016,Chennai,Tirupati,Sunrise Coaches Express,Non AC Seater,13:00,20:30,7h 30m,150,665,Tambaram,Central Bus Stand,40,5,"Charging,Reading Light",Weekends,4.5
BUS0786,Southern Express,R001,Chennai,Madurai,Southern Express Express,BharatBenz Sleeper,07:00,19:45,12h 45m,460,1369,Guindy,Anna Nagar,36,1,"AC,WiFi,Charging",Weekends,4.3
BUS0787,Elite Travels,R005,Chennai,Erode,Elite Travels Express,Non AC Seater,00:15,05:30,5h 15m,400,1067,Guindy,Central Bus Stand,40,23,"AC,Blanket,Pillow",Daily,3.8
BUS0788,City Link,R017,Madurai,Chennai,City Link Express,AC Sleeper,02:30,12:45,10h 15m,460,1257,Periyar Bus Stand,Tambaram,45,17,"Charging,Reading Light",Weekdays,4.6
BUS0789,Comfort Bus,R025,Tirupati,Chennai,Comfort Bus Express,BharatBenz Sleeper,03:00,12:00,9h 0m,150,475,Central Bus Stand,Tambaram,45,3,"WiFi,Charging,Water",Daily,4.6
BUS0790,Blue Bird,R003,Chennai,Trichy,Blue Bird Express,Semi Sleeper,04:00,07:00,3h 0m,330,1060,Perungalathur,Central Bus Stand,40,32,"Blanket,Pillow,Water",Weekends,3.8
BUS0791,Golden Route,R015,Chennai,Bengaluru,Golden Route Express,Non AC Seater,21:30,02:30,5h 0m,345,1049,Tambaram,Kempegowda Bus Station,36,2,"Blanket,Pillow,Water",Daily,4.5
BUS0792,Fast Wheels,R001,Chennai,Madurai,Fast Wheels Express,BharatBenz Sleeper,04:15,12:30,8h 15m,460,1375,Chengalpattu,Periyar Bus Stand,36,25,"AC,Blanket,Pillow",Weekdays,3.9
BUS0793,Happy Journey,R025,Tirupati,Chennai,Happy Journey Express,AC Sleeper,16:45,23:30,6h 45m,150,559,Central Bus Stand,Tambaram,45,20,"Blanket,Pillow,Water",Weekends,4.0
